restaurant_id,restaurant_name,city,opening_hours
3921,Restaurant Spice Express,Mumbai,10:00 AM - 10:00 PM
3922,Spice Garden Cafe,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3923,Restaurant Grill Express,Chennai,7:00 AM - 10:00 PM
3924,Royal Kitchen Hub,Hyderabad,24 Hours
3925,Hotel Dosa Bar & Kitchen,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3926,Urban Swad Point,Pune,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3927,Restaurant Tandoor Hub,Delhi,9:00 AM - 11:00 PM
3928,Biryani Bites,Kolkata,9:00 AM - 11:00 PM
3929,Spice Garden Junction,Bengaluru,8:00 AM - 11:00 PM
3930,New Mahal Hub,Mumbai,8:00 AM - 10:00 PM
3931,Classic Bites Lounge,Ahmedabad,24 Hours
3932,New Swad,Pune,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3933,Royal Bites Place,Chennai,10:00 AM - 10:00 PM
3934,Royal Swad Hub,Kolkata,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3935,Big Zaika Lounge,Chennai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3936,Little Annapoorna Lounge,Chennai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3937,Desi Mahal Point,Kolkata,6:00 PM - 3:00 AM
3938,Heritage Annapoorna Junction,Chennai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3939,Urban Zaika & Co.,Mumbai,8:00 AM - 11:00 PM
3940,Spice Mahal Cafe,Chennai,7:00 AM - 10:00 PM
3941,Grand Garden Lounge,Pune,8:00 AM - 10:00 PM
3942,Modern Curry Hub,Hyderabad,11:00 AM - 11:00 PM
3943,Desi Tandoor Cafe,Delhi,9:00 AM - 12:00 AM
3944,Restaurant Haveli Place,Delhi,9:00 AM - 12:00 AM
3945,Urban Mahal Place,Jaipur,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3946,Spice Darbar Cafe,Hyderabad,9:00 AM - 12:00 AM
3947,The Haveli Lounge,Chennai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3948,Hotel Tandoor Express,Bengaluru,24 Hours
3949,Fusion Palace Express,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3950,Cafe Curry & Co.,Pune,12:00 PM - 12:00 AM
3951,Classic Kitchen & Co.,Kolkata,7:00 AM - 10:00 PM
3952,Hotel Darbar Junction,Bengaluru,12:00 PM - 12:00 AM
3953,The Garden Express,Hyderabad,9:00 AM - 12:00 AM
3954,Silver Kabab Express,Bengaluru,10:00 AM - 11:00 PM
3955,Big Spice Point,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3956,The Kitchen Express,Mumbai,9:00 AM - 12:00 AM
3957,Golden Khana,Chennai,8:00 AM - 10:00 PM
3958,Spice Flame Express,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3959,Desi Corner Express,Bengaluru,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3960,Classic Thali Hub,Pune,12:00 PM - 12:00 AM
3961,Little Darbar Hub,Bengaluru,11:30 AM - 11:45 PM
3962,Hotel Biryani,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3963,New Curry Place,Mumbai,12:00 PM - 12:00 AM
3964,Golden Rasoi,Hyderabad,11:30 AM - 11:45 PM
3965,Fusion Biryani Lounge,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3966,The Tandoor Point,Kolkata,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3967,Urban Rasoi Hub,Delhi,8:00 AM - 10:00 PM
3968,Urban Zaika Cafe,Mumbai,8:00 AM - 10:00 PM
3969,Old Bazaar Junction,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3970,Biryani Haveli Bar & Kitchen,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3971,Restaurant Grill,Bengaluru,9:00 AM - 11:00 PM
3972,Fusion Flame & Co.,Delhi,9:00 AM - 11:00 PM
3973,Golden Spice Hub,Mumbai,9:00 AM - 11:00 PM
3974,Silver Bites & Co.,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3975,Modern Chowk Point,Chennai,11:00 AM - 11:00 PM
3976,Big Haveli Cafe,Bengaluru,9:00 AM - 11:00 PM
3977,Little Annapoorna Place,Delhi,9:00 AM - 11:00 PM
3978,Grand Corner Cafe,Hyderabad,10:00 AM - 11:00 PM
3979,Biryani Flavours Place,Pune,24 Hours
3980,The Palace Hub,Bengaluru,11:30 AM - 11:45 PM
3981,Old Corner Place,Bengaluru,12:00 PM - 12:00 AM
3982,Silver Biryani Bar & Kitchen,Bengaluru,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3983,New Thali Point,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3984,Spice Corner Cafe,Ahmedabad,6:00 PM - 3:00 AM
3985,Golden Tadka,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3986,Hotel Swad Express,Delhi,10:00 AM - 10:00 PM
3987,Little Grill,Mumbai,7:00 AM - 10:00 PM
3988,Royal Flame Hub,Pune,10:00 AM - 11:00 PM
3989,Hotel Kabab Express,Delhi,10:00 AM - 11:00 PM
3990,Silver Tadka Junction,Mumbai,6:00 PM - 3:00 AM
3991,Desi Biryani Point,Delhi,11:00 AM - 11:00 PM
3992,Golden Corner & Co.,Bengaluru,10:00 AM - 10:00 PM
3993,Cafe Haveli Cafe,Chennai,6:00 PM - 3:00 AM
3994,Royal Mahal & Co.,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3995,Golden Garden Junction,Mumbai,24 Hours
3996,Restaurant Swad Place,Mumbai,11:00 AM - 11:00 PM
3997,New Thali & Co.,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3998,Little Dosa,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3999,Big Dhaba Cafe,Bengaluru,11:30 AM - 11:45 PM
4000,Desi Chowk Cafe,Mumbai,8:00 AM - 11:00 PM
4001,Grand Kitchen Express,Mumbai,24 Hours
4002,Big Khana Lounge,Bengaluru,10:00 AM - 11:00 PM
4003,Hotel Chowk Lounge,Bengaluru,9:00 AM - 11:00 PM
4004,The Chowk Junction,Kolkata,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4005,Cafe Darbar Point,Kolkata,10:00 AM - 11:00 PM
4006,Desi Masala & Co.,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4007,Heritage Bites & Co.,Bengaluru,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4008,Biryani Kabab Place,Delhi,8:00 AM - 10:00 PM
4009,Fusion Swad Hub,Mumbai,8:00 AM - 10:00 PM
4010,Urban Thali Junction,Chennai,8:00 AM - 11:00 PM
4011,Grand Flavours Cafe,Surat,8:00 AM - 10:00 PM
4012,Silver Chowk Hub,Bengaluru,10:00 AM - 10:00 PM
4013,Old Table Cafe,Surat,9:00 AM - 11:00 PM
4014,Golden Dhaba Bar & Kitchen,Mumbai,10:00 AM - 11:00 PM
4015,New Tandoor Point,Mumbai,8:00 AM - 11:00 PM
4016,Little House Place,Bengaluru,12:00 PM - 12:00 AM
4017,Desi Chowk Cafe,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4018,Fusion Khana & Co.,Hyderabad,8:00 AM - 11:00 PM
4019,New Annapoorna Bar & Kitchen,Mumbai,8:00 AM - 11:00 PM
4020,Hotel Chowk Place,Mumbai,8:00 AM - 10:00 PM
4021,Biryani Tandoor Point,Delhi,9:00 AM - 12:00 AM
4022,Big Kabab Lounge,Surat,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4023,Old Bazaar Hub,Mumbai,10:00 AM - 10:00 PM
4024,Little Masala Lounge,Bengaluru,6:00 PM - 3:00 AM
4025,Golden Chowk Express,Chennai,9:00 AM - 12:00 AM
4026,Royal Bazaar Cafe,Delhi,6:00 PM - 3:00 AM
4027,Hotel Rasoi Junction,Hyderabad,11:00 AM - 11:00 PM
4028,Restaurant Curry Express,Bengaluru,9:00 AM - 12:00 AM
4029,Restaurant Mahal Express,Pune,11:00 AM - 11:00 PM
4030,Royal Chowk Junction,Chennai,8:00 AM - 11:00 PM
4031,Classic Dosa Bar & Kitchen,Mumbai,7:00 AM - 10:00 PM
4032,Old Grill,Bengaluru,7:00 AM - 10:00 PM
4033,Big Garden Bar & Kitchen,Mumbai,10:00 AM - 10:00 PM
4034,Spice Kabab Express,Mumbai,24 Hours
4035,Biryani Khana Bar & Kitchen,Delhi,12:00 PM - 12:00 AM
4036,Restaurant Thali Bar & Kitchen,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4037,Little Swad Point,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4038,Spice House,Bengaluru,24 Hours
4039,Classic Tadka,Bengaluru,9:00 AM - 12:00 AM
4040,Urban Biryani Express,Chennai,9:00 AM - 11:00 PM
4041,Desi Dosa Junction,Mumbai,11:30 AM - 11:45 PM
4042,Cafe Garden Junction,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4043,Spice Grill Express,Bengaluru,6:00 PM - 3:00 AM
4044,Little Zaika Hub,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4045,Spice Darbar Express,Pune,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4046,Royal Flame,Bengaluru,8:00 AM - 11:00 PM
4047,Classic House Lounge,Kolkata,12:00 PM - 12:00 AM
4048,Fusion Flavours Bar & Kitchen,Ahmedabad,10:00 AM - 11:00 PM
4049,Fusion Corner Express,Kolkata,10:00 AM - 11:00 PM
4050,Hotel Grill Bar & Kitchen,Pune,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4051,The Biryani Bar & Kitchen,Kolkata,11:00 AM - 11:00 PM
4052,Desi Annapoorna Hub,Bengaluru,10:00 AM - 10:00 PM
4053,Heritage Tandoor Junction,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4054,Royal Thali Hub,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4055,Little Haveli Junction,Bengaluru,8:00 AM - 10:00 PM
4056,Urban Rasoi Junction,Mumbai,10:00 AM - 11:00 PM
4057,Spice Bazaar Lounge,Hyderabad,24 Hours
4058,Big Flame Express,Bengaluru,8:00 AM - 11:00 PM
4059,Royal Biryani Hub,Kolkata,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4060,Silver Dosa Cafe,Delhi,6:00 PM - 3:00 AM
4061,Urban Annapoorna Point,Mumbai,6:00 PM - 3:00 AM
4062,Biryani Tadka Junction,Jaipur,7:00 AM - 10:00 PM
4063,Silver Biryani Point,Kolkata,9:00 AM - 12:00 AM
4064,Biryani Haveli Place,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4065,Restaurant Zaika Junction,Mumbai,10:00 AM - 11:00 PM
4066,Grand Mahal Point,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4067,Little Haveli Bar & Kitchen,Hyderabad,9:00 AM - 12:00 AM
4068,Urban Kitchen,Jaipur,7:00 AM - 10:00 PM
4069,New Thali Lounge,Hyderabad,10:00 AM - 11:00 PM
4070,Heritage Flavours Place,Bengaluru,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4071,The Masala Lounge,Bengaluru,8:00 AM - 11:00 PM
4072,Old Dosa & Co.,Chennai,24 Hours
4073,Fusion Darbar Bar & Kitchen,Hyderabad,8:00 AM - 11:00 PM
4074,Heritage Chowk Express,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4075,Spice Curry,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4076,Big Masala & Co.,Mumbai,10:00 AM - 10:00 PM
4077,Spice House Junction,Bengaluru,8:00 AM - 10:00 PM
4078,Grand Swad Junction,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4079,The Palace & Co.,Mumbai,8:00 AM - 10:00 PM
4080,Modern Bites Cafe,Hyderabad,6:00 PM - 3:00 AM
4081,Royal Bazaar Point,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4082,New Tadka Junction,Hyderabad,11:30 AM - 11:45 PM
4083,Silver Dosa Cafe,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4084,Biryani Biryani & Co.,Kolkata,6:00 PM - 3:00 AM
4085,Fusion Tandoor Hub,Surat,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4086,Royal Tandoor Junction,Kolkata,24 Hours
4087,Hotel Bazaar Place,Mumbai,9:00 AM - 11:00 PM
4088,Desi Rasoi Junction,Pune,24 Hours
4089,Cafe Biryani Place,Surat,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4090,Urban Biryani Point,Bengaluru,9:00 AM - 12:00 AM
4091,Spice Bites Junction,Mumbai,9:00 AM - 11:00 PM
4092,Hotel Dosa Junction,Kolkata,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4093,Silver Corner Lounge,Hyderabad,24 Hours
4094,Restaurant Bites Lounge,Jaipur,8:00 AM - 11:00 PM
4095,Big Bazaar Hub,Delhi,8:00 AM - 10:00 PM
4096,Royal Dhaba Lounge,Chennai,11:00 AM - 11:00 PM
4097,Biryani Kitchen Hub,Bengaluru,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4098,The Masala Lounge,Chennai,12:00 PM - 12:00 AM
4099,Old Tandoor Express,Bengaluru,10:00 AM - 11:00 PM
4100,Hotel House Express,Hyderabad,6:00 PM - 3:00 AM
4101,The Spice Bar & Kitchen,Mumbai,9:00 AM - 12:00 AM
4102,Restaurant Flame Express,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4103,Spice Swad Point,Mumbai,11:00 AM - 11:00 PM
4104,The Haveli Express,Delhi,9:00 AM - 11:00 PM
4105,The Swad & Co.,Bengaluru,6:00 PM - 3:00 AM
4106,Urban Kitchen Bar & Kitchen,Delhi,6:00 PM - 3:00 AM
4107,Biryani Zaika Junction,Hyderabad,10:00 AM - 11:00 PM
4108,Royal Mahal Hub,Jaipur,6:00 PM - 3:00 AM
4109,The Tandoor Place,Hyderabad,10:00 AM - 11:00 PM
4110,Big Masala,Mumbai,9:00 AM - 12:00 AM
4111,Heritage Chowk Point,Mumbai,24 Hours
4112,Heritage Dhaba Hub,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4113,Spice Dhaba Cafe,Delhi,8:00 AM - 10:00 PM
4114,Fusion Thali Bar & Kitchen,Chennai,8:00 AM - 11:00 PM
4115,Golden Rasoi Bar & Kitchen,Delhi,11:00 AM - 11:00 PM
4116,Heritage Bazaar Lounge,Bengaluru,10:00 AM - 10:00 PM
4117,Hotel Dhaba Cafe,Kolkata,9:00 AM - 12:00 AM
4118,Heritage Bites Hub,Delhi,8:00 AM - 11:00 PM
4119,Hotel Dosa Express,Mumbai,24 Hours
4120,Biryani Tadka Place,Delhi,7:00 AM - 10:00 PM
4121,Cafe Tandoor Place,Kolkata,12:00 PM - 12:00 AM
4122,Desi Tadka Hub,Delhi,7:00 AM - 10:00 PM
4123,Urban Haveli Point,Bengaluru,24 Hours
4124,Golden Haveli,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4125,Golden Mahal Junction,Jaipur,8:00 AM - 11:00 PM
4126,Old Khana Bar & Kitchen,Delhi,11:00 AM - 11:00 PM
4127,Little Curry Junction,Mumbai,8:00 AM - 10:00 PM
4128,The Dosa Junction,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4129,Biryani Mahal Point,Bengaluru,9:00 AM - 11:00 PM
4130,Hotel Bazaar Cafe,Bengaluru,24 Hours
4131,Restaurant Khana Point,Delhi,8:00 AM - 10:00 PM
4132,Golden Haveli Cafe,Chennai,8:00 AM - 11:00 PM
4133,Classic Palace Cafe,Delhi,11:30 AM - 11:45 PM
4134,Spice Dhaba & Co.,Bengaluru,8:00 AM - 10:00 PM
4135,Biryani Zaika Lounge,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4136,Classic Bites Place,Bengaluru,8:00 AM - 10:00 PM
4137,Heritage Thali,Kolkata,11:00 AM - 11:00 PM
4138,Old Biryani Express,Mumbai,10:00 AM - 10:00 PM
4139,Restaurant Annapoorna Place,Ahmedabad,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4140,Modern Garden Express,Kolkata,9:00 AM - 12:00 AM
4141,Heritage Bites Point,Hyderabad,12:00 PM - 12:00 AM
4142,New Darbar Cafe,Surat,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4143,Classic Spice Junction,Pune,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4144,Spice Tadka Lounge,Pune,9:00 AM - 12:00 AM
4145,Grand Garden & Co.,Pune,24 Hours
4146,Heritage Dosa Express,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4147,Heritage Biryani Cafe,Mumbai,11:30 AM - 11:45 PM
4148,Biryani Thali Hub,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4149,Desi Curry Bar & Kitchen,Mumbai,11:30 AM - 11:45 PM
4150,Classic Haveli Express,Delhi,9:00 AM - 11:00 PM
4151,Cafe Flavours Place,Pune,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4152,Little Grill Cafe,Bengaluru,10:00 AM - 10:00 PM
4153,Fusion Annapoorna Cafe,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4154,Biryani Haveli Cafe,Delhi,10:00 AM - 11:00 PM
4155,Cafe Dosa Place,Mumbai,6:00 PM - 3:00 AM
4156,Silver Curry,Hyderabad,11:00 AM - 11:00 PM
4157,Silver Bazaar Point,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4158,Cafe Flavours Bar & Kitchen,Bengaluru,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4159,Desi Bites Hub,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4160,The Table Lounge,Delhi,10:00 AM - 10:00 PM
4161,Urban Annapoorna Bar & Kitchen,Hyderabad,10:00 AM - 11:00 PM
4162,Royal Khana & Co.,Bengaluru,6:00 PM - 3:00 AM
4163,Spice House,Pune,8:00 AM - 11:00 PM
4164,Desi Annapoorna & Co.,Bengaluru,9:00 AM - 12:00 AM
4165,Cafe Bites Point,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4166,Big Dhaba Express,Kolkata,9:00 AM - 12:00 AM
4167,Grand Table Junction,Mumbai,7:00 AM - 10:00 PM
4168,Big Zaika Bar & Kitchen,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4169,Big Darbar & Co.,Mumbai,6:00 PM - 3:00 AM
4170,Little Spice Express,Bengaluru,11:00 AM - 11:00 PM
4171,Biryani Dosa,Kolkata,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4172,Desi Flame Cafe,Chennai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4173,Heritage Khana Hub,Hyderabad,8:00 AM - 11:00 PM
4174,Heritage Table Express,Pune,9:00 AM - 12:00 AM
4175,Classic Dhaba & Co.,Hyderabad,11:30 AM - 11:45 PM
4176,Golden Dosa Place,Hyderabad,12:00 PM - 12:00 AM
4177,Classic Corner,Pune,6:00 PM - 3:00 AM
4178,New Spice & Co.,Mumbai,8:00 AM - 11:00 PM
4179,Urban Biryani & Co.,Delhi,12:00 PM - 12:00 AM
4180,Urban Mahal Express,Mumbai,24 Hours
4181,Spice Annapoorna Junction,Chennai,10:00 AM - 10:00 PM
4182,Little Bites Junction,Chennai,11:00 AM - 11:00 PM
4183,Little Dosa Junction,Mumbai,8:00 AM - 11:00 PM
4184,Spice Palace Bar & Kitchen,Kolkata,9:00 AM - 11:00 PM
4185,Urban Zaika,Jaipur,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4186,Golden Swad,Chennai,24 Hours
4187,Cafe Rasoi Junction,Pune,11:30 AM - 11:45 PM
4188,The Bites Point,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4189,Heritage Haveli Lounge,Chennai,10:00 AM - 11:00 PM
4190,Little Tandoor & Co.,Chennai,10:00 AM - 10:00 PM
4191,The Tandoor Hub,Pune,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4192,Cafe Chowk Express,Jaipur,11:30 AM - 11:45 PM
4193,Desi Grill Cafe,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4194,Little Bites Cafe,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4195,Fusion Garden Bar & Kitchen,Hyderabad,11:30 AM - 11:45 PM
4196,Golden Bites Express,Chennai,8:00 AM - 11:00 PM
4197,Fusion Garden Point,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4198,Big Table Place,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4199,Golden Table Hub,Delhi,9:00 AM - 12:00 AM
4200,Golden Garden,Mumbai,10:00 AM - 11:00 PM
4201,Little Mahal,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4202,Urban Mahal & Co.,Ahmedabad,9:00 AM - 12:00 AM
4203,Hotel Mahal Bar & Kitchen,Delhi,8:00 AM - 10:00 PM
4204,Modern Flame Junction,Hyderabad,24 Hours
4205,Biryani Haveli Junction,Bengaluru,10:00 AM - 11:00 PM
4206,Fusion Dhaba Express,Kolkata,10:00 AM - 11:00 PM
4207,Little Bites Hub,Kolkata,6:00 PM - 3:00 AM
4208,Silver Table Bar & Kitchen,Bengaluru,24 Hours
4209,Modern Khana Bar & Kitchen,Bengaluru,9:00 AM - 11:00 PM
4210,Hotel Zaika & Co.,Bengaluru,9:00 AM - 12:00 AM
4211,Royal Masala & Co.,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4212,Restaurant Dosa Point,Chennai,12:00 PM - 12:00 AM
4213,Fusion Bites & Co.,Mumbai,11:30 AM - 11:45 PM
4214,Modern Flame Lounge,Mumbai,7:00 AM - 10:00 PM
4215,Silver Corner Junction,Bengaluru,24 Hours
4216,Classic Masala & Co.,Delhi,10:00 AM - 10:00 PM
4217,Classic Dosa Point,Pune,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4218,Royal Kitchen & Co.,Kolkata,10:00 AM - 10:00 PM
4219,Little Table Point,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4220,The Tadka Junction,Pune,9:00 AM - 12:00 AM
4221,Golden House Bar & Kitchen,Mumbai,11:30 AM - 11:45 PM
4222,Grand Mahal Express,Bengaluru,11:00 AM - 11:00 PM
4223,Heritage Grill Point,Mumbai,9:00 AM - 11:00 PM
4224,Silver Swad & Co.,Bengaluru,9:00 AM - 11:00 PM
4225,Biryani Masala Cafe,Ahmedabad,6:00 PM - 3:00 AM
4226,Grand Palace Lounge,Bengaluru,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4227,Royal Khana Point,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4228,Royal Biryani Point,Kolkata,10:00 AM - 11:00 PM
4229,Silver Haveli Bar & Kitchen,Chennai,10:00 AM - 11:00 PM
4230,Royal Corner Lounge,Chennai,7:00 AM - 10:00 PM
4231,New Thali,Delhi,8:00 AM - 10:00 PM
4232,Golden Tadka Junction,Kolkata,24 Hours
4233,Silver Haveli & Co.,Hyderabad,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
4234,Desi Garden Point,Delhi,6:00 PM - 3:00 AM
4235,Old Zaika Junction,Chennai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4236,Grand Dosa & Co.,Delhi,24 Hours
4237,Old Darbar Lounge,Pune,6:00 PM - 3:00 AM
4238,Old Dosa Junction,Mumbai,10:00 AM - 11:00 PM
4239,Classic Grill Bar & Kitchen,Hyderabad,6:00 PM - 3:00 AM
4240,Classic Bazaar Junction,Bengaluru,9:00 AM - 11:00 PM
4241,Spice Kitchen Bar & Kitchen,Delhi,10:00 AM - 11:00 PM
4242,Fusion Dhaba Bar & Kitchen,Delhi,11:30 AM - 11:45 PM
4243,Hotel Annapoorna Hub,Chennai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4244,Heritage Tadka Lounge,Bengaluru,11:30 AM - 11:45 PM
4245,Big Tadka Hub,Mumbai,9:00 AM - 12:00 AM
4246,New Palace & Co.,Mumbai,8:00 AM - 10:00 PM
4247,Golden Haveli & Co.,Bengaluru,10:00 AM - 11:00 PM
4248,Spice Palace Junction,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
4249,Big Darbar Bar & Kitchen,Hyderabad,10:00 AM - 10:00 PM
4250,Little Rasoi,Kolkata,12:00 PM - 12:00 AM
4251,Spice Dosa Hub,Hyderabad,11:00 AM - 11:00 PM
4252,Silver Spice Place,Delhi,10:00 AM - 10:00 PM
4253,Golden Kabab Point,Hyderabad,12:00 PM - 12:00 AM
4254,Golden Biryani Lounge,Mumbai,6:00 PM - 3:00 AM
4255,Desi Kabab Junction,Bengaluru,10:00 AM - 11:00 PM
4256,Urban Spice Lounge,Delhi,9:00 AM - 11:00 PM
4257,Heritage Garden Junction,Mumbai,9:00 AM - 12:00 AM
4258,Heritage Garden,Surat,9:00 AM - 12:00 AM
4259,Hotel Tandoor Lounge,Hyderabad,8:00 AM - 10:00 PM
4260,Silver Masala Hub,Mumbai,6:00 PM - 3:00 AM
4261,Cafe House Bar & Kitchen,Chennai,12:00 PM - 12:00 AM
4262,Desi House Hub,Delhi,10:00 AM - 10:00 PM
4263,Heritage Table Bar & Kitchen,Kolkata,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4264,Hotel Garden Bar & Kitchen,Kolkata,12:00 PM - 12:00 AM
4265,Modern Corner Point,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4266,Royal Chowk Express,Hyderabad,24 Hours
4267,Fusion House Place,Pune,9:00 AM - 11:00 PM
4268,Fusion Grill Hub,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4269,Little House Cafe,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4270,Heritage Annapoorna Bar & Kitchen,Chennai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4271,Classic Spice & Co.,Pune,9:00 AM - 12:00 AM
4272,Classic Rasoi Express,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
4273,Old Swad Junction,Delhi,12:00 PM - 12:00 AM
4274,Big Khana Express,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
4275,Hotel House Junction,Ahmedabad,7:00 AM - 10:00 PM
4276,Modern Masala Cafe,Bengaluru,6:00 PM - 3:00 AM
