order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
5232,8602,8087,Rasgulla,30-11-2022,12:26:48,Completed,841
5233,3752,2109,Shammi Kebab,07-10-2024,12:48:45,Completed,717
5234,7656,4156,Saag Aloo,16-09-2023,10:00:39,Completed,1483
5235,523,5762,Tamarind Rice,29-12-2023,18:04:16,Completed,2391
5236,2283,5620,Rajma Chawal,26-01-2024,16:43:37,Completed,1839
5237,8276,6499,Dal Tadka,07-08-2024,14:29:46,Completed,2165
5238,5928,3796,Bhindi Masala,26-11-2024,15:32:21,Completed,195
5239,4606,1063,Halwa,07-10-2024,12:48:28,Cancelled,1068
5240,8124,1254,Jalebi,19-07-2022,18:43:45,Completed,2246
5241,28,8048,Chole Bhature,05-01-2023,17:21:53,Cancelled,121
5242,7381,7600,Upma,22-09-2024,08:30:22,Completed,1584
5243,6466,2585,Idli Sambhar,25-11-2024,11:42:42,Completed,1781
5244,3893,9903,Lemon Rice,25-01-2024,15:27:18,Completed,2424
5245,1222,3390,Uttapam,15-01-2024,08:16:10,Completed,2404
5246,7154,250,Pesarattu,20-09-2024,08:56:46,Completed,1941
5247,9609,1919,Bisi Bele Bath,08-02-2023,18:33:00,Completed,2319
5248,4248,5461,Mutton Curry,22-07-2024,08:26:21,Completed,2484
5249,3710,8392,Phirni,01-06-2024,11:00:23,Completed,830
5250,634,9009,Mixed Veg,18-09-2023,20:56:27,Completed,2292
5251,4541,5860,Kulfi,21-02-2024,16:10:29,Completed,2062
5252,4688,5687,Shahi Paneer,23-10-2022,08:21:37,Cancelled,1096
5253,3986,4945,Seekh Kebab,16-10-2023,07:21:44,Completed,562
5254,5285,1529,Rasgulla,14-12-2024,00:26:05,Completed,1270
5255,6827,8294,Galouti Kebab,09-07-2022,06:08:21,Cancelled,1963
5256,2372,7093,Kadai Chicken,24-02-2023,18:31:39,Completed,1082
5257,5045,9305,Poha,07-04-2023,13:59:39,Completed,772
5258,6810,771,Butter Chicken,11-08-2022,12:22:34,Completed,972
5259,6893,427,Paneer Tikka,02-10-2023,16:27:25,Completed,1455
5260,6225,9801,Dum Aloo,29-08-2023,21:41:32,Cancelled,2085
5261,5881,1786,Vada Pav,11-01-2023,10:58:50,Completed,1082
5262,8808,5275,Vada Pav,08-12-2023,15:32:02,Completed,498
5263,4121,1956,Pulao,19-08-2023,15:41:23,Completed,2438
5264,3693,7357,Butter Naan,09-01-2023,18:49:29,Cancelled,2074
5265,3932,5193,Medu Vada,05-09-2022,14:04:46,Cancelled,256
5266,131,7362,Tandoori Roti,23-07-2022,07:15:38,Completed,230
5267,4029,4150,Jeera Rice,28-04-2024,08:46:16,Completed,1762
5268,7156,970,Idli Sambhar,17-05-2024,17:32:51,Cancelled,697
5269,2676,2208,Uttapam,05-09-2024,13:35:48,Completed,1581
5270,896,5483,Pulao,03-06-2024,12:23:45,Cancelled,1614
5271,5064,8231,Fish Curry,25-02-2024,21:38:51,Completed,633
5272,5235,6958,Jalebi,05-11-2023,08:05:27,Completed,113
5273,8765,1607,Lemon Rice,11-04-2024,11:24:45,Completed,2085
5274,1167,66,Masala Dosa,25-07-2023,18:29:35,Cancelled,1867
5275,2426,9516,Gulab Jamun,11-12-2022,14:27:59,Completed,784
5276,3833,6658,Matar Paneer,20-11-2024,12:54:11,Cancelled,975
5277,6616,6858,Rabri,29-05-2024,11:23:28,Cancelled,1686
5278,4214,4958,Prawn Masala,22-04-2024,20:56:10,Completed,2189
5279,6511,7889,Rajma Chawal,25-12-2024,14:06:32,Cancelled,2149
5280,6517,6206,Dal Tadka,30-06-2023,17:58:43,Completed,2380
5281,8225,3929,Paneer Bhurji,26-01-2024,05:06:16,Completed,2032
5282,172,6755,Egg Curry,30-11-2023,14:38:02,Cancelled,403
5283,3108,7363,Pesarattu,30-04-2024,09:51:13,Completed,759
5284,2262,4161,Shahi Paneer,16-07-2024,19:28:35,Completed,2124
5285,2126,9512,Garlic Naan,23-10-2023,23:07:35,Cancelled,1853
5286,3070,5911,Shammi Kebab,03-09-2024,11:51:38,Completed,1326
5287,72,9496,Aloo Gobi,01-11-2024,16:59:06,Completed,2245
5288,9987,2123,Seekh Kebab,23-09-2023,19:08:33,Completed,1570
5289,4593,5675,Dum Aloo,24-08-2022,19:31:11,Cancelled,951
5290,7954,285,Seekh Kebab,13-02-2023,19:19:20,Cancelled,924
5291,3254,2782,Jalebi,26-03-2023,17:35:59,Completed,2228
5292,4091,9651,Rabri,03-05-2024,17:17:46,Completed,748
5293,8759,2492,Bhindi Masala,21-03-2023,12:22:03,Completed,137
5294,5297,9627,Gulab Jamun,13-02-2024,19:59:35,Completed,2041
5295,2769,3023,Chole Bhature,14-06-2023,11:42:29,Cancelled,1089
5296,1223,9420,Pulao,03-05-2023,21:38:04,Completed,1811
5297,9396,5356,Kulfi,05-10-2022,23:35:17,Completed,1954
5298,5749,2652,Fish Curry,06-09-2023,04:22:46,Completed,700
5299,2102,8876,Kadai Chicken,26-07-2024,10:24:01,Completed,598
5300,4771,7445,Rogan Josh,08-11-2023,10:41:38,Completed,164
5301,9174,6509,Butter Naan,11-06-2024,08:04:29,Completed,1643
5302,6478,791,Rava Dosa,29-11-2023,07:26:22,Completed,393
5303,7988,7430,Mixed Veg,25-08-2023,15:28:27,Completed,693
5304,6998,8351,Saag Aloo,24-06-2024,08:13:13,Completed,135
5305,2178,4545,Mutton Curry,16-12-2024,08:53:17,Completed,1995
5306,5699,1143,Rabri,01-10-2022,12:37:19,Completed,755
5307,5527,3055,Chicken Tikka,11-08-2024,10:38:31,Completed,952
5308,5166,673,Masala Dosa,07-10-2024,11:04:12,Completed,117
5309,7143,1859,Phirni,17-10-2024,09:56:27,Completed,2336
5310,6713,8995,Paneer Bhurji,16-10-2024,05:28:23,Completed,219
5311,2812,8470,Dal Tadka,07-05-2023,14:18:52,Completed,966
5312,5264,826,Bisi Bele Bath,01-01-2023,08:49:53,Cancelled,1112
5313,2089,3184,Bhindi Masala,19-12-2022,19:08:14,Completed,493
5314,806,6236,Gulab Jamun,16-06-2023,20:45:22,Completed,989
5315,200,3417,Sambar Rice,30-01-2023,08:54:37,Completed,1951
5316,1567,6387,Shahi Paneer,15-08-2023,16:24:36,Completed,1153
5317,6685,4258,Kulfi,17-10-2023,19:37:05,Completed,2021
5318,2509,5777,Rajma Chawal,09-04-2024,20:23:24,Cancelled,401
5319,4682,2527,Halwa,07-02-2023,09:37:17,Completed,1966
5320,1251,3179,Pav Bhaji,07-06-2022,18:43:34,Completed,973
5321,3439,2243,Kulfi,29-07-2023,08:49:55,Completed,266
5322,671,9093,Shammi Kebab,02-08-2024,18:24:49,Completed,2058
5323,2071,1219,Aloo Paratha,17-03-2024,19:41:03,Completed,1044
5324,6848,3522,Poha,07-01-2023,18:46:17,Completed,1462
5325,743,8902,Kulfi,10-09-2023,16:54:31,Completed,724
5326,8036,173,Seekh Kebab,30-07-2023,08:56:47,Completed,1065
5327,1170,8973,Fish Curry,08-02-2023,08:27:54,Completed,1448
5328,5785,5719,Tamarind Rice,01-07-2023,16:38:40,Completed,1163
5329,2182,3092,Prawn Masala,06-12-2023,19:27:44,Completed,664
5330,2163,2371,Tamarind Rice,06-08-2022,20:18:20,Completed,993
5331,9267,4638,Sambar Rice,18-04-2023,11:11:36,Completed,1728
5332,5744,8528,Shahi Paneer,11-08-2023,13:32:28,Completed,1259
5333,9297,6653,Saag Aloo,09-05-2023,12:29:27,Completed,885
5334,8623,1744,Rogan Josh,18-08-2022,19:36:46,Completed,379
5335,2566,4933,Shammi Kebab,05-08-2024,18:15:52,Completed,979
5336,5825,636,Paneer Tikka,22-04-2024,12:17:38,Completed,1903
5337,3667,4749,Rajma Chawal,14-10-2023,11:27:02,Completed,1746
5338,6498,6420,Vada Pav,23-10-2024,05:22:02,Cancelled,939
5339,8778,6447,Shammi Kebab,31-07-2023,08:16:05,Completed,1706
5340,1327,4906,Bhindi Masala,26-09-2023,15:09:45,Cancelled,1375
5341,8633,1937,Chole Bhature,26-05-2024,23:08:27,Cancelled,741
5342,7111,3187,Seekh Kebab,03-02-2023,18:20:55,Completed,1505
5343,771,4194,Uttapam,25-08-2023,10:28:56,Completed,293
5344,1742,1656,Paneer Tikka,30-06-2022,08:50:46,Completed,1818
5345,8343,4408,Mutton Curry,12-11-2023,15:58:31,Completed,2001
5346,6747,3050,Tamarind Rice,16-07-2024,16:36:01,Completed,1409
5347,5541,8638,Garlic Naan,21-03-2024,15:25:51,Completed,1979
5348,1384,5621,Bhindi Masala,27-03-2023,21:14:45,Cancelled,1913
5349,3325,2818,Bhindi Masala,14-07-2024,23:33:52,Completed,713
5350,6469,531,Kheer,05-01-2024,17:39:34,Cancelled,1157
5351,4854,6063,Kulfi,25-09-2023,17:24:32,Cancelled,675
5352,3922,6276,Tamarind Rice,03-12-2023,18:10:32,Completed,101
5353,342,942,Nihari,12-05-2024,19:17:30,Completed,258
5354,1848,8681,Kulfi,16-08-2022,07:34:43,Cancelled,2305
5355,3416,9108,Dal Fry,26-03-2023,06:26:10,Completed,1736
5356,3567,3615,Lemon Rice,06-05-2023,16:07:59,Completed,251
5357,5802,3119,Grilled Fish,24-07-2023,09:53:41,Completed,1319
5358,9251,2552,Palak Paneer,23-10-2022,08:00:19,Completed,1175
5359,4316,3335,Upma,20-06-2022,17:29:02,Completed,782
5360,297,5980,Aloo Paratha,03-04-2024,19:28:02,Completed,1148
5361,6037,9161,Saag Aloo,08-09-2023,12:12:14,Completed,1018
5362,7481,7996,Mutton Curry,05-07-2022,11:28:36,Completed,97
5363,8614,3591,Fish Curry,01-08-2023,18:42:36,Cancelled,107
5364,9885,7201,Rava Dosa,20-06-2022,11:30:24,Completed,1189
5365,6107,8826,Butter Chicken,17-03-2024,19:15:20,Completed,1815
5366,3741,7482,Medu Vada,06-12-2022,13:48:16,Completed,743
5367,1982,2949,Paneer Tikka,30-12-2024,06:10:03,Completed,687
5368,6733,7616,Jalebi,17-02-2024,12:03:11,Completed,1327
5369,3511,3159,Dal Tadka,17-02-2023,12:49:39,Completed,1130
5370,2584,5270,Butter Naan,10-04-2024,14:12:27,Completed,280
5371,6126,8496,Dal Tadka,26-01-2023,21:44:13,Completed,1070
5372,253,4272,Masala Dosa,07-06-2023,06:03:58,Cancelled,2123
5373,1250,3885,Palak Paneer,28-12-2024,04:25:43,Completed,377
5374,9632,1532,Rava Dosa,01-07-2023,00:04:55,Cancelled,1008
5375,7782,3625,Shammi Kebab,29-04-2024,02:25:26,Completed,683
5376,2653,2100,Mixed Veg,11-06-2023,18:13:01,Completed,950
5377,2380,9095,Haleem,22-07-2022,20:53:21,Completed,769
5378,4661,8100,Vada Pav,30-09-2023,22:57:04,Completed,2462
5379,7151,364,Rava Dosa,25-08-2024,18:54:27,Completed,1343
5380,1823,1978,Chole Bhature,12-12-2023,18:15:02,Completed,1334
5381,2503,3577,Halwa,06-03-2024,17:11:13,Completed,1819
5382,271,3184,Nihari,03-08-2024,13:59:10,Completed,889
5383,1980,8415,Kulfi,10-12-2023,12:38:39,Cancelled,2445
5384,3757,3569,Aloo Gobi,19-09-2023,14:07:55,Completed,706
5385,7657,5431,Masala Dosa,16-01-2023,19:08:05,Completed,1932
5386,1666,4010,Seekh Kebab,26-04-2023,10:41:33,Completed,1966
5387,8298,6187,Haleem,13-05-2024,09:10:44,Completed,149
5388,4290,2917,Chicken Tikka,05-08-2022,22:59:13,Completed,1731
5389,8567,2447,Aloo Gobi,07-06-2023,02:51:02,Completed,1880
5390,8446,4098,Haleem,03-02-2023,21:25:01,Completed,2011
5391,2341,3862,Dal Tadka,12-04-2024,18:15:12,Cancelled,366
5392,995,2855,Bhindi Masala,06-06-2023,22:31:47,Completed,2218
5393,7944,5028,Poha,19-11-2024,20:18:37,Completed,592
5394,3173,3290,Matar Paneer,13-12-2022,20:37:21,Cancelled,472
5395,4415,9908,Uttapam,21-07-2023,14:11:35,Completed,1359
5396,6256,9601,Egg Curry,05-05-2024,17:30:40,Cancelled,920
5397,4845,2857,Paneer Bhurji,27-06-2023,13:09:17,Completed,304
5398,2490,2017,Pav Bhaji,02-06-2022,17:13:06,Completed,1554
5399,7219,11,Rasgulla,02-12-2023,21:02:14,Completed,1356
5400,2736,430,Rabri,29-08-2022,17:26:15,Completed,428
5401,9485,324,Dal Tadka,17-11-2023,20:09:33,Completed,2245
5402,8324,6123,Dal Tadka,29-07-2023,10:26:26,Cancelled,94
5403,7669,8689,Masala Papad,27-11-2022,14:18:39,Cancelled,1720
5404,1923,1487,Upma,30-10-2024,01:58:31,Completed,883
5405,7361,4834,Medu Vada,11-10-2022,15:12:00,Completed,1322
5406,7389,3002,Tandoori Roti,11-10-2022,18:29:12,Completed,865
5407,4031,1739,Butter Naan,10-06-2024,13:27:06,Cancelled,1959
5408,6876,9628,Sambar Rice,23-08-2022,19:42:34,Completed,1700
5409,6756,3111,Rava Dosa,20-09-2023,21:41:11,Completed,2176
5410,4354,3257,Aloo Paratha,27-05-2024,10:45:07,Completed,2493
5411,4573,8022,Jeera Rice,13-11-2023,11:36:29,Completed,187
5412,8928,6640,Upma,27-12-2022,15:42:31,Completed,837
5413,4941,7386,Rasgulla,19-07-2022,20:33:15,Completed,1453
5414,2870,6319,Rava Dosa,02-01-2024,14:19:04,Completed,1620
5415,6641,58,Sambar Rice,03-08-2024,17:43:01,Completed,2187
5416,3903,9969,Sambar Rice,25-02-2023,18:04:37,Completed,305
5417,6408,2503,Nihari,11-06-2024,18:14:17,Completed,657
5418,1883,4266,Seekh Kebab,12-08-2024,19:19:13,Completed,2000
5419,4603,376,Fish Curry,10-10-2024,18:19:08,Completed,1268
5420,8723,714,Hyderabadi Biryani,20-04-2024,18:17:41,Completed,187
5421,2097,6572,Masala Dosa,11-03-2024,16:12:37,Completed,591
5422,4757,4324,Gulab Jamun,21-08-2024,09:00:37,Completed,848
5423,7730,8802,Idli Sambhar,16-07-2024,16:20:49,Completed,1647
5424,9121,517,Kheer,18-07-2023,17:23:15,Completed,817
5425,8529,1251,Shahi Paneer,06-01-2023,16:22:37,Cancelled,301
5426,8588,5602,Dum Aloo,13-09-2022,08:05:47,Completed,764
5427,9285,7719,Idli Sambhar,22-08-2024,16:12:28,Completed,1169
5428,4223,2358,Sambar Rice,10-11-2022,15:04:22,Cancelled,1313
5429,8456,8838,Matar Paneer,17-11-2023,20:54:06,Completed,1386
5430,4052,3564,Rogan Josh,10-01-2024,08:38:30,Completed,611
5431,7919,4732,Uttapam,20-04-2024,09:29:27,Completed,1911
5432,24,3629,Aloo Gobi,09-11-2024,15:27:24,Completed,1937
5433,4716,9692,Rogan Josh,11-03-2023,20:32:44,Completed,756
5434,4188,3580,Masala Dosa,22-09-2023,14:42:08,Completed,1444
5435,8998,4505,Phirni,02-12-2024,16:30:46,Completed,773
5436,6322,1000,Grilled Fish,26-02-2024,12:45:30,Cancelled,1160
5437,7227,5397,Vada Pav,10-06-2023,18:43:08,Completed,740
5438,3961,76,Dal Tadka,19-03-2024,19:58:55,Cancelled,259
5439,6536,4495,Butter Chicken,21-02-2024,22:19:01,Completed,1993
5440,5043,8393,Fish Curry,27-04-2024,07:38:04,Cancelled,854
5441,3439,4830,Dum Aloo,30-06-2023,20:07:40,Completed,2022
5442,1151,4724,Uttapam,03-10-2023,16:16:22,Completed,592
5443,3551,2846,Tamarind Rice,27-07-2022,17:07:48,Completed,2017
5444,4573,3110,Garlic Naan,07-10-2023,12:57:04,Completed,966
5445,9044,7273,Dal Tadka,17-10-2022,09:40:23,Completed,1316
5446,8027,6955,Pesarattu,09-01-2023,02:02:26,Completed,254
5447,7647,139,Idli Sambhar,17-09-2023,09:58:04,Completed,1071
5448,7215,5982,Haleem,09-11-2024,16:11:52,Completed,1352
5449,7157,5597,Palak Paneer,29-05-2024,18:55:14,Completed,1860
5450,9370,4757,Shahi Paneer,21-07-2024,07:59:37,Cancelled,289
5451,3441,1264,Garlic Naan,07-03-2024,19:21:12,Completed,2400
5452,1856,7159,Chole Bhature,23-10-2022,09:23:07,Completed,1255
5453,134,9052,Matar Paneer,28-07-2022,10:48:35,Completed,1315
5454,6346,1230,Upma,23-11-2023,18:37:35,Completed,2307
5455,1779,8791,Nihari,14-12-2023,17:04:08,Completed,1406
5456,4348,8409,Rabri,17-03-2023,16:00:12,Completed,979
5457,573,3942,Egg Curry,26-04-2023,16:26:44,Completed,88
5458,8863,5208,Biryani,10-05-2023,20:16:18,Completed,2154
5459,9171,5916,Haleem,20-12-2023,16:56:49,Completed,1709
5460,1187,7498,Rasgulla,02-03-2024,18:31:17,Completed,286
5461,4425,6819,Galouti Kebab,08-07-2023,13:45:27,Cancelled,1619
5462,895,1448,Butter Chicken,02-07-2023,15:35:47,Cancelled,250
5463,5777,4139,Dum Aloo,17-07-2023,19:36:12,Completed,1708
5464,5222,4904,Rogan Josh,29-10-2024,13:03:40,Completed,768
5465,2559,5701,Dal Tadka,19-03-2024,18:41:20,Completed,1586
5466,2105,3956,Galouti Kebab,26-07-2022,07:21:23,Completed,2223
5467,8171,5131,Kheer,21-09-2024,18:33:33,Completed,1388
5468,4868,4200,Garlic Naan,01-11-2022,03:39:19,Completed,1285
5469,260,6488,Shahi Paneer,02-11-2022,17:51:21,Completed,1456
5470,2929,1879,Grilled Fish,02-06-2023,11:41:23,Completed,1989
5471,8205,4714,Jalebi,24-12-2024,19:24:02,Cancelled,2149
5472,4764,129,Shammi Kebab,25-10-2022,16:00:44,Completed,2028
5473,8683,5498,Prawn Masala,28-07-2024,08:38:42,Completed,1546
5474,3048,3046,Kheer,13-12-2024,21:35:31,Completed,452
5475,879,1617,Gulab Jamun,28-12-2022,17:21:15,Completed,2299
5476,6521,1823,Egg Curry,14-06-2024,20:33:04,Completed,2264
5477,7997,7435,Tandoori Roti,15-09-2023,23:12:40,Completed,476
5478,220,3478,Shahi Paneer,20-05-2023,11:04:44,Completed,649
5479,7047,4093,Garlic Naan,07-08-2023,13:30:49,Cancelled,968
5480,3386,9991,Palak Paneer,23-09-2022,20:27:08,Completed,1800
5481,6268,2168,Rava Dosa,06-05-2024,21:20:44,Completed,913
5482,7102,4805,Sambar Rice,02-04-2024,19:46:00,Cancelled,1701
5483,3308,3243,Fish Curry,16-12-2023,14:04:41,Completed,2440
5484,6121,1951,Masala Papad,05-09-2024,17:23:56,Completed,1171
5485,7741,8453,Prawn Masala,10-09-2022,20:43:58,Cancelled,657
5486,3174,8042,Haleem,18-10-2023,12:22:57,Completed,395
5487,6105,9339,Fish Curry,18-07-2023,10:16:49,Cancelled,1408
5488,870,7868,Poha,19-09-2023,12:22:11,Cancelled,2209
5489,7395,2296,Aloo Paratha,21-05-2023,13:39:45,Completed,1670
5490,2219,3086,Mixed Veg,23-07-2024,14:39:58,Completed,397
5491,8535,7569,Kheer,02-11-2023,17:21:36,Completed,111
5492,2389,5434,Aloo Paratha,09-05-2024,12:03:29,Completed,505
5493,2937,32,Shahi Paneer,19-06-2024,23:31:56,Completed,348
5494,2105,910,Galouti Kebab,29-09-2022,07:38:12,Completed,2454
5495,9507,1038,Shahi Paneer,22-05-2024,17:40:26,Completed,2329
5496,9483,8286,Rogan Josh,20-08-2022,14:08:26,Cancelled,1423
5497,8028,6378,Mixed Veg,05-07-2022,21:28:13,Completed,139
5498,6781,8689,Pulao,04-05-2023,08:55:27,Completed,1162
5499,8281,1030,Uttapam,04-12-2023,13:59:04,Cancelled,1539
5500,9929,1113,Paneer Bhurji,09-07-2022,15:32:50,Completed,1830
5501,9699,8552,Dal Fry,27-06-2023,20:17:01,Cancelled,2338
5502,3555,5138,Pav Bhaji,14-01-2023,11:05:02,Completed,2072
5503,3421,356,Pav Bhaji,21-01-2024,16:37:50,Completed,276
5504,1094,2514,Shammi Kebab,06-06-2023,13:20:32,Completed,2351
5505,4876,8192,Chole Bhature,14-07-2024,06:14:39,Completed,511
5506,6511,8287,Butter Chicken,20-05-2023,05:46:54,Completed,1749
5507,7409,888,Gulab Jamun,22-08-2022,08:07:10,Cancelled,2035
5508,1181,5904,Egg Curry,27-09-2024,22:01:20,Completed,2304
5509,7857,7840,Seekh Kebab,05-05-2023,01:45:07,Completed,530
5510,9658,650,Kheer,01-06-2022,08:45:43,Completed,1176
5511,4533,1956,Galouti Kebab,24-12-2023,07:16:09,Completed,2376
5512,6698,3008,Sambar Rice,25-09-2022,21:55:09,Completed,964
5513,9234,5170,Prawn Masala,19-08-2024,08:25:39,Completed,92
5514,545,3111,Poha,14-09-2022,08:34:45,Cancelled,210
5515,2765,2359,Bhindi Masala,16-03-2023,13:31:43,Completed,2152
5516,8692,8292,Rajma Chawal,07-06-2023,08:58:52,Completed,2404
5517,7284,9145,Dal Makhani,22-07-2023,21:17:20,Completed,1541
5518,8308,9212,Masala Dosa,17-10-2022,16:57:32,Cancelled,1765
5519,7154,1688,Grilled Fish,30-06-2022,17:14:16,Completed,317
5520,6301,7923,Mutton Curry,26-12-2023,10:08:27,Completed,1290
5521,6328,9717,Paneer Bhurji,11-07-2024,15:21:55,Cancelled,2467
5522,5843,1916,Dal Makhani,25-10-2024,10:54:14,Completed,1102
5523,8598,2828,Rasgulla,23-08-2022,18:27:33,Cancelled,1400
5524,4910,4636,Shammi Kebab,24-09-2022,14:35:21,Completed,1042
5525,3632,9873,Pesarattu,10-02-2023,15:45:10,Cancelled,1875
5526,7706,3354,Lemon Rice,23-09-2022,07:24:19,Completed,2306
5527,9025,876,Chole Bhature,10-08-2023,12:55:32,Completed,643
5528,7669,207,Dal Tadka,15-08-2023,09:08:59,Cancelled,169
5529,3397,1785,Vada Pav,24-05-2024,10:03:34,Completed,310
5530,1281,1178,Fish Curry,01-10-2024,21:32:52,Completed,1254
5531,4937,7585,Masala Dosa,06-07-2022,17:26:18,Completed,1482
5532,4278,41,Biryani,23-07-2022,22:14:27,Completed,2216
5533,6583,5531,Lemon Rice,02-02-2023,13:15:15,Completed,444
5534,8674,3580,Biryani,31-05-2024,07:51:35,Completed,1550
5535,5824,420,Gulab Jamun,12-10-2023,15:03:11,Completed,2208
5536,6586,9444,Pav Bhaji,19-03-2023,22:58:35,Completed,1989
5537,5797,4610,Butter Chicken,30-11-2022,13:59:57,Completed,145
5538,8682,1198,Dal Makhani,05-09-2022,18:59:47,Cancelled,1627
5539,4572,2175,Masala Dosa,27-07-2022,10:36:30,Completed,116
5540,7669,5895,Mixed Veg,19-06-2023,17:56:12,Cancelled,660
5541,9051,8018,Pav Bhaji,13-12-2023,05:23:34,Cancelled,235
5542,9446,7971,Egg Curry,17-02-2023,15:11:56,Completed,437
5543,327,8476,Rava Dosa,09-12-2024,03:41:51,Completed,1802
5544,4654,3565,Saag Aloo,24-06-2024,07:35:04,Completed,962
5545,5609,3512,Paneer Tikka,21-09-2024,19:37:34,Cancelled,2259
5546,9854,1522,Tamarind Rice,23-12-2024,14:40:22,Cancelled,1214
5547,6369,3216,Masala Dosa,05-05-2024,11:34:53,Completed,928
5548,6220,6024,Rabri,13-01-2023,02:10:11,Completed,248
5549,2546,1885,Uttapam,12-12-2022,18:50:55,Completed,307
5550,490,2468,Pesarattu,04-10-2024,15:44:42,Completed,987
5551,5520,1175,Matar Paneer,12-07-2022,14:41:14,Cancelled,1058
5552,2834,1590,Idli Sambhar,08-03-2024,14:27:28,Completed,2100
5553,2096,3191,Kulfi,07-07-2022,19:43:18,Completed,396
5554,3136,356,Fish Curry,01-09-2023,15:48:59,Completed,539
5555,1259,8749,Nihari,09-01-2023,15:22:21,Completed,1736
5556,9567,9816,Grilled Fish,05-08-2024,18:45:17,Completed,1811
5557,5608,4904,Chicken Tikka,03-07-2023,20:30:13,Completed,1311
5558,2864,1577,Saag Aloo,15-11-2022,09:46:12,Completed,138
5559,7469,5030,Pesarattu,16-09-2024,13:26:44,Cancelled,994
5560,9302,5805,Rajma Chawal,03-07-2024,19:22:17,Completed,2487
5561,8750,1349,Rava Dosa,07-09-2023,17:16:16,Completed,912
5562,3569,9029,Fish Curry,06-06-2023,13:49:07,Completed,2159
5563,451,5549,Gulab Jamun,06-02-2023,09:01:30,Completed,978
5564,6121,9018,Mixed Veg,08-07-2024,10:29:31,Completed,761
5565,3749,1456,Mixed Veg,17-06-2023,16:21:40,Completed,1547
5566,5620,7612,Bisi Bele Bath,12-06-2024,15:55:52,Completed,119
5567,6834,2798,Chole Bhature,03-07-2022,09:21:01,Completed,174
5568,8294,3734,Saag Aloo,24-05-2023,18:26:41,Completed,1473
5569,1168,1600,Pulao,22-07-2022,18:08:44,Completed,826
5570,5357,7360,Seekh Kebab,02-12-2022,15:44:49,Completed,1479
5571,3430,7516,Rajma Chawal,24-10-2022,23:46:45,Completed,2077
5572,7618,8872,Jalebi,28-08-2022,21:59:23,Cancelled,823
5573,3170,6132,Jalebi,17-12-2022,17:08:29,Completed,808
5574,7592,7791,Saag Aloo,25-09-2022,21:09:09,Completed,281
5575,3365,4905,Idli Sambhar,25-04-2024,08:12:44,Cancelled,1269
5576,1731,8981,Tandoori Roti,21-03-2024,16:42:15,Cancelled,610
5577,7899,2123,Paneer Tikka,11-11-2022,07:04:47,Completed,1155
5578,8407,9580,Tamarind Rice,02-11-2023,10:18:42,Completed,2034
5579,3198,1504,Bhindi Masala,19-12-2023,18:40:51,Completed,1623
5580,1894,5087,Upma,22-05-2024,18:30:55,Completed,1431
5581,1288,7888,Medu Vada,22-10-2022,18:51:28,Cancelled,842
5582,6877,1783,Phirni,25-08-2022,20:58:52,Completed,2360
5583,6301,6317,Fish Curry,28-08-2023,16:32:01,Cancelled,2464
5584,4911,3767,Egg Curry,09-11-2022,15:39:45,Completed,1950
5585,875,6719,Grilled Fish,27-07-2024,10:23:46,Completed,2451
5586,6346,4725,Rogan Josh,03-09-2023,21:18:35,Completed,551
5587,2861,6004,Paneer Tikka,23-04-2023,09:02:33,Cancelled,1338
5588,2651,5609,Palak Paneer,17-04-2023,18:15:19,Completed,1507
5589,2155,8658,Bisi Bele Bath,30-07-2022,18:48:48,Completed,2206
5590,2910,4041,Halwa,08-10-2022,18:28:34,Cancelled,1725
5591,251,3553,Hyderabadi Biryani,19-11-2022,22:05:44,Completed,1101
5592,5577,2460,Vada Pav,10-04-2024,22:51:06,Completed,2034
5593,8748,18,Butter Chicken,11-09-2024,18:14:24,Completed,327
5594,8732,2216,Palak Paneer,21-08-2023,17:07:18,Completed,1698
5595,9230,7210,Uttapam,10-03-2023,07:42:47,Completed,2443
5596,3505,8380,Upma,26-05-2024,14:35:28,Completed,1984
5597,8402,7342,Sambar Rice,12-07-2024,10:40:01,Completed,2213
5598,8710,3769,Sambar Rice,25-01-2024,13:08:35,Completed,1560
5599,9199,6659,Gulab Jamun,31-03-2024,16:09:47,Completed,1755
5600,6524,7913,Aloo Gobi,05-06-2022,16:17:51,Completed,2197
5601,3032,1697,Prawn Masala,07-07-2022,07:53:01,Completed,1026
5602,2595,9572,Egg Curry,08-11-2024,19:16:11,Completed,1093
5603,3923,6728,Jeera Rice,28-07-2024,11:41:49,Cancelled,1351
5604,1058,7325,Masala Papad,19-08-2024,13:29:09,Completed,175
5605,2883,2969,Tandoori Roti,17-10-2022,09:33:52,Completed,216
5606,2001,145,Saag Aloo,07-12-2023,21:34:51,Completed,465
5607,3053,5349,Paneer Bhurji,13-02-2024,18:13:45,Completed,880
5608,5960,4866,Tamarind Rice,19-08-2024,18:42:24,Completed,1045
5609,4408,5570,Kheer,20-07-2022,03:41:54,Completed,970
5610,2406,637,Palak Paneer,12-09-2024,14:10:32,Completed,2146
5611,7721,8066,Gulab Jamun,28-12-2022,18:44:40,Completed,1438
5612,8804,9295,Mutton Curry,15-03-2023,05:01:19,Completed,843
5613,9308,1382,Biryani,05-02-2023,22:21:47,Completed,1135
